1,0,0
2,0,0
3,0,0
4,0,0
5,0.35,0
6,2.5,0
7,7.75,0
8,7.5,0
9,6.15,0
10,5.45,0
11,4.8,0
12,4.4,0
13,4.15,0.001589881
14,4.01,0.001589881
15,3.97,0
16,4.25,0
17,5.4,0
18,6.75,0
19,7.4,0
20,6.5,0.004554598
21,5.4,0.008189817
22,4.8,0.178498856
23,4,0.044982119
24,1.9,0.008189817
25,0,0
26,0,0
27,0,0.001589881
28,0,0.008189817
29,0.35,0.008189817
30,2.5,0.004554598
31,7.75,0.001589881
32,7.5,0.004554598
33,6.15,0
34,5.45,0
35,4.8,0
36,4.4,0
37,4.15,0
38,4.01,0
39,3.97,0
40,4.25,0
41,5.4,0
42,6.75,0
43,7.4,0
44,6.5,0
45,5.4,0
46,4.8,0
47,4,0
48,1.9,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0.35,0
54,2.5,0
55,7.75,0
56,7.5,0
57,6.15,0
58,5.45,0.001589881
59,4.8,0
60,4.4,0
61,4.15,0
62,4.01,0.01222936
63,3.97,0.040062488
64,4.25,0.01222936
65,5.4,0.131740563
66,6.75,0.403338289
67,7.4,0.070067916
68,6.5,0.01222936
69,5.4,0.025655156
70,4.8,0.05995744
71,4,0.001589881
72,1.9,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0.35,0
78,2.5,0
79,7.75,0
80,7.5,0
81,6.15,0
82,5.45,0
83,4.8,0
84,4.4,0.004554598
85,4.15,0.05493587
86,4.01,0.05493587
87,3.97,0.01222936
88,4.25,0.040062488
89,5.4,0.008189817
90,6.75,0.001589881
91,7.4,0.001589881
92,6.5,0.040062488
93,5.4,0.049942263
94,4.8,0.01222936
95,4,0.004554598
96,1.9,0.001589881
97,0,0.021027568
98,0,0.136922917
99,0,0.100753633
100,0,0.147299039
101,0.35,0.220211305
102,2.5,0.090480587
103,7.75,0.008189817
104,7.5,0.008189817
105,6.15,0
106,5.45,0
107,4.8,0
108,4.4,0
109,4.15,0.01222936
110,4.01,0.05995744
111,3.97,0.142109186
112,4.25,0.142109186
113,5.4,0.044982119
114,6.75,0.021027568
115,7.4,0.021027568
116,6.5,0.044982119
117,5.4,0.001589881
118,4.8,0
119,4,0
120,1.9,0.008189817
121,0,0.040062488
122,0,0.105902561
123,0,0.035192565
124,0,0.016535428
125,0.35,0.001589881
126,2.5,0
127,7.75,0.025655156
128,7.5,0
129,6.15,0.001589881
130,5.45,0
131,4.8,0
132,4.4,0.001589881
133,4.15,0.001589881
134,4.01,0.004554598
135,3.97,0
136,4.25,0
137,5.4,0
138,6.75,0
139,7.4,0
140,6.5,0
141,5.4,0.001589881
142,4.8,0.001589881
143,4,0
144,1.9,0
