1,0,0
2,0,0
3,0,0
4,0,0
5,0.024173028,0
6,0.272264631,0
7,1,0
8,0.997455471,0
9,0.809160305,0
10,0.709923664,0
11,0.679389313,0
12,0.623409669,0
13,0.541984733,0.003941805
14,0.517048346,0.003941805
15,0.505852417,0
16,0.540458015,0
17,0.687022901,0
18,0.854961832,0
19,0.961832061,0
20,0.834605598,0.011292253
21,0.763358779,0.020305082
22,0.638676845,0.442553709
23,0.534351145,0.111524545
24,0.27480916,0.020305082
25,0,0
26,0,0
27,0,0.003941805
28,0,0.020305082
29,0.024173028,0.020305082
30,0.272264631,0.011292253
31,1,0.003941805
32,0.997455471,0.011292253
33,0.809160305,0
34,0.709923664,0
35,0.679389313,0
36,0.623409669,0
37,0.541984733,0
38,0.517048346,0
39,0.505852417,0
40,0.540458015,0
41,0.687022901,0
42,0.854961832,0
43,0.961832061,0
44,0.834605598,0
45,0.763358779,0
46,0.638676845,0
47,0.534351145,0
48,0.27480916,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0.024173028,0
54,0.272264631,0
55,1,0
56,0.997455471,0
57,0.809160305,0
58,0.709923664,0.003941805
59,0.679389313,0
60,0.623409669,0
61,0.541984733,0
62,0.517048346,0.030320355
63,0.505852417,0.099327262
64,0.540458015,0.030320355
65,0.687022901,0.326625483
66,0.854961832,1
67,0.961832061,0.17371997
68,0.834605598,0.030320355
69,0.763358779,0.063607043
70,0.638676845,0.148652984
71,0.534351145,0.003941805
72,0.27480916,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0.024173028,0
78,0.272264631,0
79,1,0
80,0.997455471,0
81,0.809160305,0
82,0.709923664,0
83,0.679389313,0
84,0.623409669,0.011292253
85,0.541984733,0.136202963
86,0.517048346,0.136202963
87,0.505852417,0.030320355
88,0.540458015,0.099327262
89,0.687022901,0.020305082
90,0.854961832,0.003941805
91,0.961832061,0.003941805
92,0.834605598,0.099327262
93,0.763358779,0.123822272
94,0.638676845,0.030320355
95,0.534351145,0.011292253
96,0.27480916,0.003941805
97,0,0.052133826
98,0,0.339474135
99,0,0.249799327
100,0,0.365199741
101,0.024173028,0.545971734
102,0.272264631,0.224329278
103,1,0.020305082
104,0.997455471,0.020305082
105,0.809160305,0
106,0.709923664,0
107,0.679389313,0
108,0.623409669,0
109,0.541984733,0.030320355
110,0.517048346,0.148652984
111,0.505852417,0.352332496
112,0.540458015,0.352332496
113,0.687022901,0.111524545
114,0.854961832,0.052133826
115,0.961832061,0.052133826
116,0.834605598,0.111524545
117,0.763358779,0.003941805
118,0.638676845,0
119,0.534351145,0
120,0.27480916,0.020305082
121,0,0.099327262
122,0,0.262565107
123,0,0.08725322
124,0,0.040996424
125,0.024173028,0.003941805
126,0.272264631,0
127,1,0.063607043
128,0.997455471,0
129,0.809160305,0.003941805
130,0.709923664,0
131,0.679389313,0
132,0.623409669,0.003941805
133,0.541984733,0.003941805
134,0.517048346,0.011292253
135,0.505852417,0
136,0.540458015,0
137,0.687022901,0
138,0.854961832,0
139,0.961832061,0
140,0.834605598,0
141,0.763358779,0.003941805
142,0.638676845,0.003941805
143,0.534351145,0
144,0.27480916,0
